0.848135492,0.121225359,0.002908044,0.015773229,0,0.003952355,0.00126403,0.005149176,0.001592316,0,0
0.769257848,0.171350845,0.006727305,0.032220658,0,0.006670359,0.002251926,0.008474489,0.003046571,0,0
0.755870911,0.180440205,0.006666408,0.03302961,0,0.008119111,0.002644333,0.00966487,0.003564551,0,0
0.834353082,0.136873178,0.003101934,0.014976729,0,0.003469303,0.001265093,0.004268717,0.001691964,0,0
0.825602225,0.143766301,0.003885157,0.014736711,0,0.003973044,0.001517357,0.004502956,0.002016249,0,0
0.732658224,0.189602557,0.00995093,0.042010444,0,0.00848581,0.00266409,0.011015532,0.003612412,0,0
0.871181101,0.106943406,0.003652382,0.00964829,0,0.00288414,0.001037256,0.003127288,0.001526137,0,0
0.842693459,0.127507223,0.00292272,0.016304066,0,0.003590622,0.001144236,0.004377608,0.001460066,0,0
0.796318831,0.16791806,0.002617571,0.020363198,0,0.004541265,0.001297134,0.005317992,0.001625949,0,0
0.667286822,0.219795866,0.013124031,0.059808786,0,0.012919897,0.004372093,0.016891473,0.005801034,0,0
0.821667654,0.134297847,0.004732861,0.023449529,0,0.00541342,0.001643175,0.00672796,0.002067554,0,0
0.677091255,0.213365202,0.016345651,0.055312401,0,0.012400863,0.004433684,0.015349754,0.005701189,0,0
0.695683182,0.20560313,0.01418612,0.049204389,0,0.011865694,0.003981933,0.014361831,0.005113722,0,0
0.819373636,0.134928801,0.006357225,0.022533376,0,0.005643685,0.00192604,0.006690727,0.002546509,0,0
0.726556726,0.204613461,0.00985018,0.034705606,0,0.008054305,0.002857896,0.009439325,0.003922501,0,0
0.685669251,0.232105943,0.008209302,0.046640827,0,0.008842377,0.002839793,0.011937984,0.003754522,0,0
0.802554754,0.155072014,0.005600807,0.02081297,0,0.0053293,0.001753161,0.006433429,0.002443565,0,0
0.85906896,0.121031546,0.002643265,0.010146311,0,0.002307038,0.000977646,0.002744133,0.001081101,0,0
0.738097642,0.18234105,0.009204542,0.044342804,0,0.008474598,0.002720465,0.011161413,0.003657485,0,0
0.766935401,0.165550388,0.008341085,0.035594315,0,0.007881137,0.002674419,0.009552972,0.003470284,0,0
0.712338501,0.207919897,0.005819121,0.046067183,0,0.009126615,0.002780362,0.012392765,0.003555556,0,0
0.6883532,0.225938568,0.013987116,0.042100884,0,0.009509068,0.003534893,0.011661529,0.004914741,0,0
0.743574902,0.18708107,0.009134414,0.036995023,0,0.007658954,0.00266668,0.009366973,0.003521982,0,0
0.700744186,0.200036176,0.00927907,0.053196382,0,0.01255814,0.003808786,0.015527132,0.004850129,0,0
0.690829457,0.205315245,0.010945736,0.055062016,0,0.012483204,0.004297158,0.015914729,0.005152455,0,0
0.720376232,0.210739157,0.008764971,0.036173594,0,0.007741702,0.002935438,0.009602191,0.003666714,0,0
0.713302326,0.207219638,0.010405685,0.041126615,0,0.009242894,0.003121447,0.01130491,0.004276486,0,0
0.709147287,0.194170543,0.011245478,0.05354522,0,0.010263566,0.003354005,0.013648579,0.004625323,0,0
0.674002584,0.245444444,0.006782946,0.048757106,0,0.008080103,0.002511628,0.011245478,0.003175711,0,0
0.72027504,0.197569496,0.009186094,0.044168187,0,0.009584029,0.003028439,0.012062078,0.004126636,0,0
0.68178553,0.216229974,0.016640827,0.051118863,0,0.011198966,0.003881137,0.013821705,0.005322997,0,1
0.737703393,0.1930816,0.012979429,0.03322248,0,0.007576286,0.002829479,0.008777846,0.003829487,0,1
0.764436693,0.156749354,0.009540052,0.040217054,0,0.00949354,0.003310078,0.011919897,0.004333333,0,1
0.816146187,0.153144722,0.002251862,0.016577428,0,0.00395821,0.001445225,0.004736408,0.001739958,0,1
0.764972406,0.185291121,0.005813623,0.025194089,0,0.006180853,0.002216314,0.007541158,0.002790435,0,1
0.687757106,0.221222222,0.007715762,0.053904393,0,0.00951938,0.00320155,0.012550388,0.004129199,0,1
